iteration,score,q_val,nowMem,pealMem
1,0,1.0769,3969.23,3970.99
2,0,-208.9231,3973.79,4255.61
3,0,-208.6285,3980.39,4259.13
4,0,1.0769,3983.82,4265.73
5,0,-208.9091,3987.16,4269.23
6,0,1.3154,3988.85,4272.68
7,0,1.7197,3991.74,4274.38
8,0,-208.5796,3994.74,4277.24
9,0,-208.7491,3995.98,4280.1
10,0,1.0771,3997.86,4281.44
11,0,1.2635,3999.63,4283.4
12,0,1.4956,4001.69,4285.17
13,0,1.0772,4003.81,4287.27
14,0,1.0772,4004.97,4289.34
15,0,1.6171,4006.08,4290.47
16,0,-208.7487,4006.85,4291.62
17,0,1.1957,4008.39,4292.37
18,0,1.3241,4009.54,4293.98
19,0,1.2767,4010.3,4295.08
20,0,1.3314,4010.89,4295.91
21,0,1.3413,4012.22,4296.48
22,0,1.2501,4013.59,4297.76
23,0,1.3105,4015.93,4299.22
24,0,1.3598,4016.57,4301.51
25,0,1.5642,4019.62,5165.78
26,0,1.3651,4020.78,5165.78
27,0,1.2596,4022.1,5165.78
28,0,-208.6819,4023.45,5165.78
29,0,1.0769,4024.52,5165.78
30,0,1.3165,4026.06,5165.78
31,0,1.3603,4026.72,5165.78
32,0,1.3134,4027.08,5165.78
33,0,1.3753,4028.27,5165.78
34,0,1.7588,4029.79,5165.78
35,0,-208.6123,4030.25,5165.78
36,0,1.235,4031.05,5165.78
37,0,1.292,4031.48,5165.78
38,0,1.3871,4031.78,5165.78
39,0,1.357,4032.62,5165.78
40,0,1.3471,4033.52,5165.78
41,0,1.3799,4034.36,5165.78
42,0,1.3818,4035.28,5165.78
43,0,1.3908,4035.44,5165.78
44,0,1.2664,4036.17,5165.78
45,1,1.3274,4037.85,5165.78
46,0,1.0993,4038.68,5165.78
47,0,1.3164,4039.13,5165.78
48,0,1.3391,4039.93,5165.78
49,0,1.7876,4040.0,5165.78
50,0,1.3936,4042.38,5199.51
51,0,-208.6447,4042.54,5199.51
52,0,1.7183,4043.01,5199.51
53,0,-208.4755,4043.32,5199.51
54,0,1.3576,4044.23,5199.51
55,0,1.8117,4046.34,5199.51
56,0,1.7108,4047.18,5199.51
57,0,1.2595,4047.83,5199.51
58,0,1.3696,4048.5,5199.51
59,0,-271.7163,4049.25,5199.51
60,0,1.7589,4049.65,5199.51
61,0,1.3866,4049.97,5199.51
62,0,-80.3387,4050.46,5199.51
63,0,-22.708,4050.87,5199.51
64,0,-208.4755,4051.1,5199.51
65,0,-208.6046,4051.38,5199.51
66,0,1.3256,4051.78,5199.51
67,0,1.1125,4052.64,5199.51
68,0,1.3662,4052.85,5199.51
69,0,1.7685,4053.23,5199.51
70,0,1.3962,4053.36,5199.51
71,0,-208.6151,4053.76,5199.51
72,0,-208.6145,4054.01,5199.51
73,0,1.3975,4054.3,5199.51
74,0,1.3985,4054.31,5199.51
75,0,1.3963,4056.99,5219.68
76,0,-344.9789,4057.34,5219.68
77,0,-271.4163,4057.45,5219.68
78,0,1.9231,4057.69,5219.68
79,0,1.9061,4058.04,5219.68
80,0,1.9039,4058.29,5219.68
81,0,-208.6215,4058.57,5219.68
82,1,1.3971,4060.81,5219.68
83,0,1.3874,4061.15,5219.68
84,0,1.2788,4061.59,5219.68
85,0,1.3878,4061.84,5219.68
86,0,1.7962,4062.07,5219.68
87,0,1.3979,4062.24,5219.68
88,0,1.3815,4062.43,5219.68
89,1,1.8005,4063.01,5219.68
90,0,1.3898,4063.12,5219.68
91,0,-208.4565,4063.36,5219.68
92,0,1.3953,4063.59,5219.68
93,0,1.3981,4063.8,5219.68
94,0,-208.6051,4063.97,5219.68
95,0,1.327,4064.03,5219.68
96,0,1.8154,4064.19,5219.68
97,0,-61.1413,4064.33,5219.68
98,0,-227.3873,4064.54,5219.68
99,0,1.3952,4064.54,5219.68
100,0,-102.1009,4066.87,5233.95
101,0,1.3981,4067.11,5233.95
102,0,-227.2466,4067.34,5233.95
103,0,-271.6564,4067.47,5233.95
104,0,-375.7114,4067.72,5233.95
105,1,-16.9442,4068.34,5233.95
106,0,1.3994,4068.32,5233.95
107,0,-29.2313,4068.54,5233.95
108,1,-351.6726,4069.15,5233.95
109,0,1.3975,4069.01,5233.95
110,0,1.399,4069.08,5233.95
111,0,-227.4041,4069.27,5233.95
112,0,-111.3161,4069.29,5233.95
113,0,1.9384,4069.46,5233.95
114,0,-208.6486,4069.56,5233.95
115,0,1.7984,4069.55,5233.95
116,0,1.3941,4069.66,5233.95
117,0,-208.6006,4069.89,5233.95
118,0,-320.3224,4069.96,5233.95
119,0,-404.9612,4070.3,5233.95
120,0,1.3992,4070.29,5233.95
121,0,-360.8365,4070.6,5233.95
122,0,-66.8215,4070.69,5233.95
123,0,-80.0991,4070.7,5233.95
124,0,1.7987,4070.72,5233.95
125,0,-325.5541,4073.17,5243.39
126,1,1.808,4074.26,5243.39
127,0,-208.61,4074.36,5243.39
128,0,1.3999,4074.35,5243.39
129,1,-94.6983,4075.28,5243.39
130,0,1.3999,4075.28,5243.39
131,0,-282.1054,4075.22,5243.39
132,0,-337.1303,4075.36,5243.39
133,0,1.3988,4075.44,5243.39
134,1,-288.6266,4076.21,5243.39
135,0,1.397,4076.22,5243.39
136,0,-371.7759,4076.21,5243.39
137,0,-27.0096,4076.33,5243.39
138,0,1.3818,4076.43,5243.39
139,0,1.94,4076.56,5243.39
140,0,-85.1884,4076.61,5243.39
141,0,1.3998,4076.66,5243.39
142,1,1.391,4077.62,5243.39
143,0,-271.6026,4077.54,5243.39
144,0,-377.2746,4077.52,5243.39
145,0,-106.8525,4077.58,5243.39
146,0,-208.6002,4077.72,5243.39
147,0,-420.7632,4077.8,5243.39
148,0,-361.722,4077.98,5243.39
149,0,1.3982,4077.84,5243.39
150,0,-304.0844,4080.29,5255.44
151,0,1.3992,4080.4,5255.44
152,0,-341.076,4080.44,5255.44
153,2,-321.6916,4083.77,5255.44
154,0,1.3992,4083.58,5255.44
155,0,-433.7141,4083.78,5255.44
156,1,-282.0523,4083.98,5255.44
157,0,-128.7145,4083.99,5255.44
158,0,-293.4896,4083.92,5255.44
159,0,-208.4765,4084.31,5255.44
160,0,1.3991,4084.4,5255.44
161,0,-208.6003,4084.41,5255.44
162,0,-394.3507,4084.43,5255.44
163,0,-107.1177,4084.47,5255.44
164,1,-30.7357,4084.98,5255.44
165,0,-363.9343,4084.89,5255.44
166,0,1.3998,4084.89,5255.44
167,0,-24.1569,4085.0,5255.44
168,0,1.3999,4085.22,5255.44
169,0,-244.8228,4085.32,5255.44
170,0,-208.6003,4085.26,5255.44
171,1,-435.28,4085.7,5255.44
172,0,1.3995,4085.71,5255.44
173,0,-5.8473,4085.69,5255.44
174,0,-371.9538,4085.7,5255.44
175,0,-321.2032,4088.25,5266.95
176,0,-0.3578,4088.45,5266.95
177,0,1.9649,4088.46,5266.95
178,0,-275.7276,4088.37,5266.95
179,0,-110.133,4088.4,5266.95
180,0,-303.9451,4088.49,5266.95
181,0,1.2925,4088.57,5266.95
182,0,1.3986,4088.61,5266.95
183,0,1.4,4088.77,5266.95
184,1,1.3995,4089.23,5266.95
185,0,-233.4532,4089.19,5266.95
186,0,-304.1501,4089.21,5266.95
187,0,-434.9199,4089.4,5266.95
188,0,1.9894,4089.59,5266.95
189,0,1.4,4089.63,5266.95
190,0,-340.4249,4089.72,5266.95
191,0,-378.2116,4089.74,5266.95
192,0,1.7874,4089.83,5266.95
193,0,1.9968,4089.86,5266.95
194,0,-229.4753,4089.86,5266.95
195,0,1.3999,4089.89,5266.95
196,0,-67.4426,4089.95,5266.95
197,0,-18.8328,4090.02,5266.95
198,0,1.4,4090.27,5266.95
199,0,1.4,4090.41,5266.95
200,1,-4.2519,4093.68,5277.51
201,0,-129.0761,4093.69,5277.51
202,0,1.4,4093.55,5277.51
203,0,1.794,4093.66,5277.51
204,0,-373.4032,4093.7,5277.51
205,0,-413.0167,4093.87,5277.51
206,0,1.82,4093.98,5277.51
207,0,0.1244,4094.0,5277.51
208,0,-371.0541,4094.07,5277.51
209,0,-208.6,4094.08,5277.51
210,0,-344.9635,4094.06,5277.51
211,0,-313.6566,4094.06,5277.51
212,0,1.437,4094.34,5277.51
213,0,1.4,4094.49,5277.51
214,0,-102.0891,4094.57,5277.51
215,0,-424.1598,4094.57,5277.51
216,1,1.3993,4095.22,5277.51
217,0,1.4,4095.2,5277.51
218,0,1.8198,4095.25,5277.51
219,0,1.8199,4095.35,5277.51
220,0,-378.5425,4095.36,5277.51
221,1,-129.1841,4096.17,5277.51
222,2,-109.9163,4097.3,5277.51
223,0,1.3999,4097.18,5277.51
224,0,1.4,4097.15,5277.51
225,0,-232.0568,4099.62,5284.64
226,0,-37.3552,4099.69,5284.64
227,0,1.3821,4099.69,5284.64
228,0,-271.6,4099.77,5284.64
229,0,-29.2268,4099.77,5284.64
230,1,1.817,4100.47,5284.64
231,0,-7.368,4100.5,5284.64
232,0,-294.5918,4100.43,5284.64
233,0,-340.2849,4100.48,5284.64
234,0,-407.3069,4100.45,5284.64
235,0,-313.552,4100.44,5284.64
236,0,-481.0387,4100.44,5284.64
237,0,-282.8723,4100.51,5284.64
238,1,-340.5887,4101.09,5284.64
239,1,-304.1375,4101.05,5284.64
240,1,1.3998,4101.59,5284.64
241,1,-448.7699,4101.62,5284.64
242,3,1.3997,4104.74,5284.64
243,0,1.4,4104.73,5284.64
244,0,-414.1112,4104.6,5284.64
245,2,-404.4727,4105.5,5284.64
246,1,1.4,4105.57,5284.64
247,0,1.74,4105.45,5284.64
248,0,-462.9068,4105.33,5284.64
249,0,1.9936,4105.37,5284.64
250,0,1.9981,4107.88,5297.48
251,1,-282.2992,4108.38,5297.48
252,0,-445.597,4108.22,5297.48
253,0,-411.0719,4108.17,5297.48
254,0,-137.472,4108.29,5297.48
255,0,-413.0045,4108.35,5297.48
256,0,-376.2231,4108.29,5297.48
257,1,-122.8334,4108.46,5297.48
258,0,1.3997,4108.66,5297.48
259,0,1.4,4108.82,5297.48
260,0,-132.2791,4108.86,5297.48
261,0,-363.9418,4109.03,5297.48
262,0,1.4,4109.04,5297.48
263,1,-119.9418,4109.81,5297.48
264,0,-382.1254,4109.71,5297.48
265,0,-112.1628,4109.62,5297.48
266,0,-453.934,4109.62,5297.48
267,1,-295.3752,4110.09,5297.48
268,0,1.4,4110.02,5297.48
269,0,-392.6853,4110.03,5297.48
270,0,-385.7278,4110.04,5297.48
271,1,-38.2837,4110.99,5297.48
272,1,1.4,4111.12,5297.48
273,1,1.9968,4111.01,5297.48
274,0,1.8199,4110.99,5297.48
275,0,-408.6377,4113.54,5306.74
276,0,-381.1574,4113.85,5306.74
277,0,1.4,4113.91,5306.74
278,0,-111.4669,4113.99,5306.74
279,1,-231.9887,4114.24,5306.74
280,0,1.9988,4114.15,5306.74
281,0,-382.0692,4114.09,5306.74
282,0,-389.1521,4114.24,5306.74
283,1,1.8099,4114.4,5306.74
284,0,1.7298,4114.57,5306.74
285,0,1.3996,4114.56,5306.74
286,0,-484.1362,4114.61,5306.74
287,0,1.9996,4114.78,5306.74
288,1,-113.2208,4115.16,5306.74
289,0,-100.7766,4115.06,5306.74
290,0,-449.62,4115.1,5306.74
291,0,-434.8062,4115.22,5306.74
292,1,-115.3456,4115.71,5306.74
293,0,1.998,4115.59,5306.74
294,0,1.8159,4115.55,5306.74
295,0,-254.9929,4115.58,5306.74
296,0,-68.1967,4115.64,5306.74
297,0,1.82,4115.73,5306.74
298,1,1.9994,4116.33,5306.74
299,1,-282.1,4116.95,5306.74
300,1,-32.0402,4119.77,5319.4
301,4,-390.534,4123.19,5319.4
302,0,1.4,4122.98,5319.4
303,0,-372.3,4122.93,5319.4
304,0,-432.6635,4122.96,5319.4
305,0,-208.3296,4122.95,5319.4
306,0,-352.9652,4122.91,5319.4
307,0,1.8194,4123.09,5319.4
308,0,-345.0642,4123.16,5319.4
309,4,-433.7012,4124.54,5319.4
310,0,1.4,4124.32,5319.4
311,0,-61.18,4124.34,5319.4
312,0,-128.401,4124.39,5319.4
313,0,-442.5191,4124.48,5319.4
314,1,-386.395,4124.83,5319.4
315,1,-114.5185,4125.36,5319.4
316,0,1.4,4125.2,5319.4
317,0,1.8197,4125.34,5319.4
318,0,1.4,4125.47,5319.4
319,2,1.4,4126.07,5319.4
320,0,1.4,4125.93,5319.4
321,0,-32.9556,4125.95,5319.4
322,0,-375.5252,4126.07,5319.4
323,0,1.9993,4126.1,5319.4
324,0,-420.4428,4126.11,5319.4
325,0,-271.6,4128.61,5330.8
326,0,-345.0559,4128.78,5330.8
327,0,-404.142,4128.82,5330.8
328,0,-485.566,4128.9,5330.8
329,0,-409.7633,4129.15,5330.8
330,0,-80.08,4129.08,5330.8
331,0,-131.3557,4129.02,5330.8
332,1,-486.1402,4129.39,5330.8
333,0,-470.7006,4129.4,5330.8
334,0,-19.06,4129.44,5330.8
335,0,-485.7365,4129.42,5330.8
336,0,-139.8102,4129.45,5330.8
337,0,-144.4421,4129.43,5330.8
338,0,-257.2052,4129.45,5330.8
339,0,-346.4045,4129.51,5330.8
340,0,-412.3594,4129.6,5330.8
341,1,-111.2576,4130.05,5330.8
342,0,-387.7744,4129.91,5330.8
343,1,-404.4917,4130.06,5330.8
344,0,-75.7616,4129.92,5330.8
345,0,-470.3419,4129.9,5330.8
346,0,1.4,4129.88,5330.8
347,0,-114.9323,4129.98,5330.8
348,0,-102.5213,4130.08,5330.8
349,0,-359.9882,4130.18,5330.8
350,0,-379.8238,4132.62,5336.09
351,0,-451.1168,4132.79,5336.09
352,0,-208.4744,4132.86,5336.09
353,0,-372.9256,4132.88,5336.09
354,1,-342.9145,4133.36,5336.09
355,0,1.9986,4133.33,5336.09
356,0,-33.0797,4133.22,5336.09
357,0,-476.7984,4133.26,5336.09
358,1,-121.529,4133.33,5336.09
359,0,1.4,4133.33,5336.09
360,0,-8.5239,4133.34,5336.09
361,1,-141.6395,4134.0,5336.09
362,0,-487.3823,4134.04,5336.09
363,0,-41.9326,4134.03,5336.09
364,1,-1.1572,4134.41,5336.09
365,0,-281.8852,4134.33,5336.09
366,0,-406.7631,4134.31,5336.09
367,0,1.4,4134.28,5336.09
368,0,-83.1656,4134.31,5336.09
369,0,1.4,4134.34,5336.09
370,0,-260.8521,4134.35,5336.09
371,0,-120.6289,4134.4,5336.09
372,0,-309.3518,4134.38,5336.09
373,0,-400.1834,4134.46,5336.09
374,0,-433.4221,4134.46,5336.09
375,1,1.4,4108.08,5336.09
376,0,-118.655,4108.01,5336.09
377,0,1.7587,4108.01,5336.09
378,2,-34.1966,4108.87,5336.09
379,0,1.4,4108.91,5336.09
380,0,-144.8147,4108.85,5336.09
381,0,-346.2587,4108.86,5336.09
382,0,-42.0444,4108.95,5336.09
383,0,-281.7085,4108.96,5336.09
384,0,-11.2133,4109.05,5336.09
385,0,-61.1843,4109.08,5336.09
386,0,-83.1126,4109.09,5336.09
387,0,-290.5,4109.09,5336.09
388,0,1.9443,4109.07,5336.09
389,1,-366.8005,4109.6,5336.09
390,2,-345.1626,4109.83,5336.09
391,0,1.82,4109.58,5336.09
392,2,1.9833,4110.04,5336.09
393,3,1.4,4111.08,5336.09
394,0,1.4,4110.78,5336.09
395,2,-80.08,4111.72,5336.09
396,0,-313.3887,4111.52,5336.09
397,1,-465.6305,4111.75,5336.09
398,0,-433.8096,4111.7,5336.09
399,0,1.7876,4111.63,5336.09
400,0,-308.7654,4113.65,5336.09
401,0,-417.4106,4113.84,5336.09
402,0,1.7231,4113.87,5336.09
403,1,-321.7026,4114.13,5336.09
404,0,-92.6166,4114.08,5336.09
405,3,-128.6266,4115.15,5336.09
406,2,1.4,4115.51,5336.09
407,2,1.4,4115.87,5336.09
408,2,1.9581,4116.13,5336.09
409,0,1.4,4116.09,5336.09
410,2,-85.75,4116.43,5336.09
411,0,1.4,4116.22,5336.09
412,1,1.4,4116.41,5336.09
413,1,1.8198,4116.58,5336.09
414,1,-290.4887,4116.75,5336.09
415,0,1.4,4116.51,5336.09
416,3,-91.2296,4117.04,5336.09
417,0,1.4,4116.98,5336.09
418,0,-368.4082,4116.91,5336.09
419,2,-1.964,4117.32,5336.09
420,0,1.82,4117.22,5336.09
421,3,-16.954,4117.81,5336.09
422,0,1.9987,4117.66,5336.09
423,0,-359.0626,4117.78,5336.09
424,0,-371.6772,4117.76,5336.09
425,0,-427.8099,4119.88,5336.09
426,1,1.4,4120.39,5336.09
427,0,1.4,4120.36,5336.09
428,0,-293.9115,4120.41,5336.09
429,1,-406.4406,4120.57,5336.09
430,0,1.991,4120.43,5336.09
431,0,-422.5692,4120.45,5336.09
432,0,-208.6,4120.71,5336.09
433,0,-272.0513,4120.77,5336.09
434,0,-271.6,4120.81,5336.09
435,0,-457.1125,4120.9,5336.09
436,0,-466.9692,4120.97,5336.09
437,0,1.9972,4121.04,5336.09
438,2,-296.0185,4121.64,5336.09
439,1,1.4,4121.61,5336.09
440,0,1.4,4121.45,5336.09
441,0,-87.4056,4121.45,5336.09
442,3,-86.7735,4122.36,5336.09
443,0,1.4,4122.33,5336.09
444,2,0.8108,4123.73,5336.09
445,0,1.4,4123.89,5336.09
446,2,-371.3548,4124.31,5336.09
447,0,1.4,4124.19,5336.09
448,1,1.946,4124.32,5336.09
449,0,1.4,4124.22,5336.09
450,0,1.9966,4126.13,5347.74
451,1,-328.8617,4126.31,5347.74
452,4,1.4,4127.95,5347.74
453,0,1.4,4127.74,5347.74
454,0,-109.1225,4127.75,5347.74
455,1,-108.6402,4128.07,5347.74
456,0,1.4,4128.03,5347.74
457,0,-19.1417,4127.99,5347.74
458,0,-424.6133,4128.0,5347.74
459,0,-138.6908,4127.97,5347.74
460,1,-389.5538,4128.26,5347.74
461,0,1.9951,4128.21,5347.74
462,1,-485.7666,4128.53,5347.74
463,0,-419.4168,4128.41,5347.74
464,0,-359.029,4128.33,5347.74
465,0,-144.33,4128.3,5347.74
466,0,-106.3087,4128.29,5347.74
467,0,-40.2072,4128.34,5347.74
468,0,-30.4926,4128.37,5347.74
469,0,-462.2018,4128.36,5347.74
470,0,-497.6117,4128.49,5347.74
471,0,-282.1,4128.58,5347.74
472,10,-333.3912,4145.75,5347.74
473,0,1.4,4145.71,5347.74
474,0,-410.5819,4145.7,5347.74
475,3,-467.1942,4148.29,5385.91
476,0,-385.762,4148.19,5385.91
477,0,1.9965,4148.18,5385.91
478,0,-7.7478,4148.14,5385.91
479,0,-449.9934,4148.16,5385.91
480,0,-479.8324,4148.25,5385.91
481,0,-482.1123,4148.4,5385.91
482,0,-361.4373,4148.35,5385.91
483,0,-386.2096,4148.46,5385.91
484,9,-461.2531,4150.05,5385.91
485,0,1.9991,4149.93,5385.91
486,3,-208.2107,4150.56,5385.91
487,1,1.4,4150.79,5385.91
488,0,-16.9195,4150.57,5385.91
489,0,-143.2337,4150.89,5385.91
490,0,1.4,4151.0,5385.91
491,0,-471.1414,4151.08,5385.91
492,0,1.4,4151.03,5385.91
493,1,-110.1032,4151.33,5385.91
494,3,-142.5497,4152.14,5385.91
495,3,1.82,4152.56,5385.91
496,1,1.4,4152.57,5385.91
497,0,-316.7226,4152.44,5385.91
498,2,-41.3649,4153.05,5385.91
499,0,1.4,4152.94,5385.91
500,0,1.4,4154.88,5390.87
501,0,-305.5498,4154.97,5390.87
502,0,-28.833,4154.98,5390.87
503,0,-476.3991,4154.96,5390.87
504,0,-141.5197,4154.96,5390.87
505,0,-31.631,4154.98,5390.87
506,4,-106.3188,4155.8,5390.87
507,0,1.4,4155.86,5390.87
508,3,1.4,4156.85,5390.87
509,0,1.4,4156.87,5390.87
510,0,-409.6592,4157.02,5390.87
511,0,-233.1505,4156.98,5390.87
512,0,-68.5452,4157.12,5390.87
513,0,-26.7204,4157.18,5390.87
514,0,-294.4155,4157.24,5390.87
515,0,-6.6161,4157.28,5390.87
516,2,-354.4165,4157.67,5390.87
517,1,1.4,4157.69,5390.87
518,0,-121.4978,4157.52,5390.87
519,4,-396.563,4157.77,5390.87
520,3,1.946,4158.78,5390.87
521,2,1.4,4158.88,5390.87
522,0,1.4,4158.83,5390.87
523,0,-275.8991,4158.82,5390.87
524,0,-414.4459,4158.79,5390.87
525,3,-208.474,4161.79,5411.57
526,0,1.82,4161.66,5411.57
527,0,-86.9247,4161.63,5411.57
528,1,1.9998,4162.1,5411.57
529,3,-22.624,4162.27,5411.57
530,0,1.4,4161.93,5411.57
531,0,1.9169,4161.95,5411.57
532,0,-19.1635,4161.99,5411.57
533,0,-106.5965,4162.07,5411.57
534,0,-4.3491,4162.05,5411.57
535,7,-295.3754,4163.99,5411.57
536,0,1.82,4163.94,5411.57
537,5,-271.2297,4164.34,5411.57
538,0,1.4,4164.2,5411.57
539,0,-378.7833,4164.24,5411.57
540,6,-367.1014,4165.51,5411.57
541,0,1.4,4165.33,5411.57
542,3,-399.4172,4165.56,5411.57
543,2,1.4,4165.69,5411.57
544,0,-102.2073,4165.61,5411.57
545,0,-280.5532,4165.65,5411.57
546,3,-79.9689,4165.9,5411.57
547,0,1.4,4165.73,5411.57
548,0,-418.2324,4165.76,5411.57
549,1,-226.9607,4166.2,5411.57
550,0,-30.4956,4167.98,5415.63
551,4,-444.4149,4168.48,5415.63
552,0,1.82,4168.42,5415.63
