iteration,score,q_val,nowMem,pealMem
553,0,1.9838,4168.32,5415.63
554,0,-394.0274,4168.32,5415.63
555,0,-480.075,4168.33,5415.63
556,0,-124.0697,4168.47,5415.63
557,0,-490.7886,4168.48,5415.63
558,2,-66.6882,4168.9,5415.63
559,0,1.9991,4168.77,5415.63
560,1,-516.3886,4169.1,5415.63
561,0,1.4,4169.0,5415.63
562,0,1.82,4168.9,5415.63
563,9,-325.8093,4170.33,5415.63
564,4,1.7233,4170.59,5415.63
565,0,1.82,4170.39,5415.63
566,0,-96.3428,4170.48,5415.63
567,0,-440.869,4170.46,5415.63
568,0,1.4,4170.42,5415.63
569,0,-145.8366,4170.43,5415.63
570,0,-42.351,4170.42,5415.63
571,0,-515.1107,4170.46,5415.63
572,1,-424.7874,4170.72,5415.63
573,4,1.82,4171.15,5415.63
574,1,1.4,4171.34,5415.63
575,1,1.4,4173.32,5428.11
576,3,-217.589,4173.95,5428.11
577,2,1.4,4174.05,5428.11
578,0,-63.8767,4173.84,5428.11
579,4,-364.4033,4174.88,5428.11
580,8,1.82,4175.87,5428.11
581,0,1.4,4175.67,5428.11
582,0,-331.0638,4175.66,5428.11
583,2,1.9999,4176.06,5428.11
584,2,1.4,4176.08,5428.11
585,3,-361.4676,4176.33,5428.11
586,0,1.4,4176.22,5428.11
587,6,1.9999,4176.95,5428.11
588,2,1.4,4177.13,5428.11
589,0,1.82,4176.99,5428.11
590,4,-97.9192,4177.57,5428.11
591,0,1.946,4177.44,5428.11
592,0,-445.7221,4177.38,5428.11
593,1,-323.6778,4177.54,5428.11
594,0,-80.5161,4177.41,5428.11
595,7,-451.2519,4177.82,5428.11
596,0,1.946,4177.69,5428.11
597,7,-27.9757,4178.56,5428.11
598,2,1.9835,4178.65,5428.11
599,4,1.9838,4179.09,5428.11
600,0,1.4,4180.88,5440.73
601,0,-360.5244,4180.96,5440.73
602,0,-325.1234,4180.9,5440.73
603,1,-352.0142,4181.17,5440.73
604,0,-242.0219,4181.09,5440.73
605,0,-22.7548,4181.05,5440.73
606,0,-133.9756,4180.97,5440.73
607,0,-5.4265,4181.04,5440.73
608,1,-516.0091,4181.16,5440.73
609,0,-38.7927,4181.08,5440.73
610,0,-208.6,4181.01,5440.73
611,1,-96.137,4181.4,5440.73
612,9,1.4,4183.43,5440.73
613,0,1.4,4183.21,5440.73
614,3,-10.2378,4183.47,5440.73
615,3,1.7276,4183.72,5440.73
616,4,1.4,4184.06,5440.73
617,1,1.9994,4184.37,5440.73
618,0,-106.7573,4184.2,5440.73
619,0,-280.6488,4184.16,5440.73
620,1,-315.9694,4184.47,5440.73
621,0,-436.9507,4184.4,5440.73
622,0,-1.6713,4184.31,5440.73
623,0,-312.3024,4184.4,5440.73
624,0,-349.7258,4184.41,5440.73
625,0,-433.5126,4186.35,5451.09
626,5,-319.7539,4187.12,5451.09
627,1,1.4,4187.17,5451.09
628,1,-234.9334,4187.27,5451.09
629,0,-132.3166,4187.1,5451.09
630,0,-399.7666,4186.98,5451.09
631,0,-403.169,4186.91,5451.09
632,0,-69.08,4186.97,5451.09
633,0,-104.925,4187.03,5451.09
634,0,-345.1,4187.03,5451.09
635,0,-18.6065,4187.05,5451.09
636,0,-61.1801,4187.02,5451.09
637,5,-409.1841,4187.52,5451.09
638,1,1.9999,4187.6,5451.09
639,7,-412.6781,4188.58,5451.09
640,0,1.4,4188.34,5451.09
641,0,-220.1412,4188.32,5451.09
642,3,-472.3328,4188.64,5451.09
643,1,1.9976,4188.72,5451.09
644,0,1.4,4188.54,5451.09
645,0,-290.2516,4188.47,5451.09
646,0,1.4,4188.44,5451.09
647,1,2.0,4188.84,5451.09
648,0,-354.319,4188.71,5451.09
649,10,-140.2998,4189.28,5451.09
650,0,1.4,4191.06,5459.88
651,0,-469.2727,4191.18,5459.88
652,1,-19.324,4191.46,5459.88
653,0,2.0,4191.38,5459.88
654,3,1.9951,4191.85,5459.88
655,9,1.4,4193.15,5459.88
656,0,1.4,4193.1,5459.88
657,0,-398.1351,4193.12,5459.88
658,0,-4.1819,4193.04,5459.88
659,0,-118.0405,4193.06,5459.88
660,5,-300.1082,4194.02,5459.88
661,0,1.82,4193.97,5459.88
662,0,-469.265,4193.81,5459.88
663,1,-452.074,4193.98,5459.88
664,0,1.993,4193.86,5459.88
665,5,-475.6244,4194.12,5459.88
666,0,1.9979,4193.93,5459.88
667,5,-456.0852,4194.67,5459.88
668,8,1.4,4195.78,5459.88
669,0,1.8199,4195.78,5459.88
670,0,-227.5108,4195.76,5459.88
671,0,1.4,4195.81,5459.88
672,5,-355.1919,4196.35,5459.88
673,0,1.4,4196.13,5459.88
674,0,-442.8984,4196.12,5459.88
675,0,-495.832,4198.03,5473.17
676,0,-480.0694,4198.09,5473.17
677,0,-369.6666,4198.13,5473.17
678,0,-404.773,4198.12,5473.17
679,0,-142.6208,4198.16,5473.17
680,0,-339.7143,4198.13,5473.17
681,0,-30.0775,4198.13,5473.17
682,0,-120.0319,4198.18,5473.17
683,6,-66.8532,4198.83,5473.17
684,0,1.4,4198.67,5473.17
685,2,-61.18,4198.97,5473.17
686,0,1.4,4198.88,5473.17
687,0,-303.6322,4198.84,5473.17
688,0,1.9363,4198.89,5473.17
689,0,-18.656,4198.9,5473.17
690,0,-16.954,4198.88,5473.17
691,1,-450.2708,4198.98,5473.17
692,0,-8.8038,4198.87,5473.17
693,1,1.4,4199.06,5473.17
694,0,-372.7243,4199.05,5473.17
695,5,-518.1035,4199.68,5473.17
696,0,-416.966,4199.56,5473.17
697,0,-460.3644,4199.48,5473.17
698,0,-1.2411,4199.45,5473.17
699,0,-491.9168,4199.51,5473.17
700,5,-394.0968,4201.81,5490.92
701,0,1.9988,4201.75,5490.92
702,6,-104.8957,4202.43,5490.92
703,5,1.4,4202.59,5490.92
704,0,1.4,4202.43,5490.92
705,0,-116.829,4202.52,5490.92
706,9,1.4,4203.68,5490.92
707,1,1.4,4203.89,5490.92
708,1,-362.7054,4203.99,5490.92
709,0,-210.279,4203.92,5490.92
710,0,-440.3869,4203.84,5490.92
711,6,-61.6837,4204.4,5490.92
712,0,1.82,4204.29,5490.92
713,4,-382.9795,4204.67,5490.92
714,0,1.82,4204.48,5490.92
715,0,-323.6729,4204.45,5490.92
716,0,-33.6487,4204.47,5490.92
717,4,-503.1009,4204.94,5490.92
718,0,1.7695,4204.79,5490.92
719,0,-17.1051,4204.88,5490.92
720,5,2.0,4205.45,5490.92
721,0,1.8557,4205.32,5490.92
722,0,-418.9767,4205.28,5490.92
723,8,-149.5303,4205.72,5490.92
724,1,2.0,4205.83,5490.92
725,0,-252.8403,4208.08,5490.92
726,4,-253.5105,4208.45,5490.92
727,3,1.4,4208.73,5490.92
728,0,1.4,4208.5,5490.92
729,0,-3.7315,4208.48,5490.92
730,2,-341.8566,4208.69,5490.92
731,0,2.0,4208.49,5490.92
732,0,0.2805,4208.52,5490.92
733,0,-367.8508,4208.61,5490.92
734,0,1.9382,4208.61,5490.92
735,0,-209.0139,4208.59,5490.92
736,6,0.1454,4209.02,5490.92
737,0,1.9996,4208.96,5490.92
738,7,-101.157,4209.26,5490.92
739,1,-283.186,4209.35,5490.92
740,0,-208.474,4209.23,5490.92
741,3,1.4436,4209.4,5490.92
742,0,1.4,4209.22,5490.92
743,11,-102.13,4212.47,5490.92
744,4,1.4,4212.62,5490.92
745,0,-83.5558,4212.41,5490.92
746,0,-448.7875,4212.42,5490.92
747,7,-227.396,4212.91,5490.92
748,3,1.9926,4212.98,5490.92
749,0,1.4,4212.74,5490.92
750,1,2.0,4184.71,5490.92
751,0,-399.9226,4184.66,5490.92
752,10,-487.3329,4184.86,5490.92
753,0,1.8186,4184.71,5490.92
754,0,-331.6981,4184.56,5490.92
755,3,-98.1096,4185.1,5490.92
756,0,1.4,4184.86,5490.92
757,1,1.3998,4185.09,5490.92
758,4,-470.2994,4185.21,5490.92
759,5,1.4,4185.37,5490.92
760,3,-304.024,4185.55,5490.92
761,13,1.4,4190.46,5490.92
762,8,2.0,4191.22,5490.92
763,0,1.9963,4191.03,5490.92
764,2,-464.7559,4191.21,5490.92
765,0,2.0,4190.98,5490.92
766,0,-279.1624,4190.9,5490.92
767,0,-464.8704,4191.18,5490.92
768,0,1.8331,4191.23,5490.92
769,1,-28.0329,4191.47,5490.92
770,0,2.0,4191.39,5490.92
771,0,-7.7487,4191.36,5490.92
772,0,-401.3144,4191.35,5490.92
773,10,-74.4523,4192.36,5490.92
774,15,1.82,4197.89,5490.92
775,0,1.4,4199.55,5490.92
776,0,-20.9357,4199.68,5490.92
777,4,-367.1368,4200.0,5490.92
778,0,1.4,4199.93,5490.92
779,9,-362.6553,4200.5,5490.92
780,0,1.82,4200.41,5490.92
781,0,-4.8807,4200.51,5490.92
782,21,-100.5143,4215.75,5490.92
783,9,1.82,4216.21,5490.92
784,0,-233.5146,4216.02,5490.92
785,0,-0.0642,4216.03,5490.92
786,0,-354.0325,4216.04,5490.92
787,0,-138.0268,4216.16,5490.92
788,2,-208.435,4216.38,5490.92
789,0,1.4,4216.3,5490.92
790,5,-441.6611,4216.54,5490.92
791,0,1.7884,4216.28,5490.92
792,0,1.3807,4216.48,5490.92
793,0,1.4,4216.45,5490.92
794,0,-40.008,4216.46,5490.92
795,14,-68.6544,4217.38,5490.92
796,3,1.8199,4217.73,5490.92
797,4,1.3999,4218.12,5490.92
798,0,1.4,4217.94,5490.92
799,0,-466.6297,4218.0,5490.92
800,0,1.82,4219.91,5514.66
801,0,-348.3734,4220.01,5514.66
802,3,-208.4757,4220.3,5514.66
803,11,1.82,4220.88,5514.66
804,0,-19.1963,4220.75,5514.66
805,0,-109.5,4220.8,5514.66
806,0,1.943,4220.8,5514.66
807,0,-318.1626,4220.86,5514.66
808,0,-7.6232,4220.86,5514.66
809,2,-536.3384,4221.16,5514.66
810,3,1.4,4221.31,5514.66
811,13,-472.8864,4221.83,5514.66
812,0,1.946,4221.6,5514.66
813,4,-159.5015,4221.88,5514.66
814,0,1.4,4221.78,5514.66
815,4,-94.0488,4222.17,5514.66
816,0,1.4,4221.99,5514.66
817,1,0.0923,4222.23,5514.66
818,4,-359.8339,4222.31,5514.66
819,0,1.4,4222.1,5514.66
820,3,-390.0069,4222.28,5514.66
821,19,2.0,4223.71,5514.66
822,4,2.0,4223.98,5514.66
823,2,1.4,4224.08,5514.66
824,4,2.0,4224.26,5514.66
825,5,1.4,4226.56,5539.77
826,0,1.4,4226.48,5539.77
827,0,-384.4623,4226.53,5539.77
828,13,-279.2521,4226.89,5539.77
829,5,1.4,4227.05,5539.77
830,0,-208.4707,4226.91,5539.77
831,0,-345.1,4226.89,5539.77
832,5,-435.3245,4227.34,5539.77
833,5,1.82,4227.61,5539.77
834,14,2.0,4228.68,5539.77
835,0,1.4,4228.55,5539.77
836,0,-398.0496,4228.57,5539.77
837,0,-115.6021,4228.63,5539.77
838,0,-208.3817,4228.66,5539.77
839,37,-0.887,4259.7,5539.77
840,4,1.4,4259.97,5539.77
841,0,1.946,4259.73,5539.77
842,22,-307.4531,4260.52,5539.77
843,0,1.4,4260.45,5539.77
844,0,-61.1145,4260.47,5539.77
845,1,-138.5889,4260.68,5539.77
846,11,-401.9684,4260.91,5539.77
847,15,1.4,4261.21,5539.77
848,4,1.4,4261.19,5539.77
849,2,1.4,4261.47,5539.77
850,6,1.4,4263.8,5586.96
851,4,1.4,4263.96,5586.96
852,0,1.4,4263.81,5586.96
853,1,-208.6,4264.01,5586.96
854,0,-374.22,4263.91,5586.96
855,15,1.9815,4264.39,5586.96
856,2,1.4,4264.67,5586.96
857,0,1.4,4264.36,5586.96
858,20,1.4888,4264.86,5586.96
859,9,1.4,4265.23,5586.96
860,3,1.4,4265.48,5586.96
861,22,1.4,4265.95,5586.96
862,0,1.82,4265.71,5586.96
863,8,-512.7386,4265.95,5586.96
864,1,1.82,4266.13,5586.96
865,7,-415.8429,4266.31,5586.96
866,51,1.9838,4298.66,5586.96
867,2,1.4,4298.77,5586.96
868,0,1.4,4298.57,5586.96
869,10,-40.1767,4298.98,5586.96
870,0,1.82,4298.83,5586.96
871,1,-534.4635,4299.0,5586.96
872,0,-158.9391,4298.89,5586.96
873,0,-508.9495,4298.8,5586.96
874,6,1.82,4299.35,5586.96
875,3,1.4,4301.3,5621.9
876,23,-291.3184,4301.61,5621.9
877,3,1.946,4301.86,5621.9
878,0,1.4,4301.73,5621.9
879,1,-391.863,4302.0,5621.9
880,0,-452.0857,4301.84,5621.9
881,5,-511.8789,4302.09,5621.9
882,0,1.9838,4301.94,5621.9
883,8,-259.329,4302.2,5621.9
884,1,1.9972,4302.2,5621.9
885,0,-433.7629,4301.99,5621.9
886,5,-422.6743,4302.17,5621.9
887,6,1.9951,4302.52,5621.9
888,0,1.9985,4302.36,5621.9
889,8,-471.7722,4302.8,5621.9
890,2,1.946,4302.88,5621.9
891,5,-208.3097,4302.86,5621.9
892,1,-85.9955,4302.95,5621.9
893,17,-208.6,4303.18,5621.9
894,7,-61.1412,4303.38,5621.9
895,18,1.4,4303.71,5621.9
896,0,1.4,4303.57,5621.9
897,14,-335.8122,4303.79,5621.9
898,12,1.9793,4304.22,5621.9
899,6,1.4,4304.25,5621.9
900,9,1.9988,4306.41,5646.01
901,30,1.9961,4307.0,5646.01
902,0,1.4,4306.89,5646.01
903,3,-76.3987,4307.12,5646.01
904,4,1.4,4307.25,5646.01
905,0,1.4,4307.09,5646.01
906,2,-113.4939,4307.55,5646.01
907,4,1.4,4307.79,5646.01
908,0,1.9956,4307.55,5646.01
909,4,-46.4505,4308.06,5646.01
910,0,1.4,4307.96,5646.01
911,7,1.946,4308.19,5646.01
912,9,2.0,4308.37,5646.01
913,0,1.4,4308.2,5646.01
914,35,-369.0838,4309.01,5646.01
915,0,1.9996,4308.87,5646.01
916,5,-478.0975,4309.07,5646.01
917,4,1.9999,4309.22,5646.01
918,4,1.7483,4309.19,5646.01
919,7,1.9977,4309.15,5646.01
920,0,1.9838,4309.01,5646.01
921,8,-109.3251,4309.4,5646.01
922,0,1.4,4309.39,5646.01
923,0,-307.6139,4309.49,5646.01
924,12,-31.3975,4309.81,5646.01
925,4,1.998,4311.75,5646.01
926,4,1.9993,4311.96,5646.01
927,2,1.9976,4311.95,5646.01
928,22,1.4,4312.23,5646.01
929,5,1.82,4312.14,5646.01
930,2,1.9996,4312.17,5646.01
931,1,1.82,4312.06,5646.01
932,0,1.9173,4312.04,5646.01
933,1,1.4,4312.25,5646.01
934,0,1.4,4312.18,5646.01
935,5,-377.4521,4312.43,5646.01
936,2,1.9995,4312.51,5646.01
937,6,2.0,4312.52,5646.01
938,2,1.8872,4312.56,5646.01
939,3,1.9937,4312.74,5646.01
940,0,1.82,4312.39,5646.01
941,6,-445.9669,4312.56,5646.01
942,2,1.4,4312.61,5646.01
943,1,2.0,4312.74,5646.01
944,4,2.0,4312.91,5646.01
945,4,1.9772,4312.91,5646.01
946,0,2.0,4312.73,5646.01
947,11,-90.8842,4313.2,5646.01
948,2,1.9999,4313.34,5646.01
949,0,2.0,4313.17,5646.01
950,2,-510.1207,4315.3,5646.01
951,2,2.0,4315.55,5646.01
952,0,1.9925,4315.4,5646.01
953,0,-438.8278,4315.29,5646.01
954,3,-108.741,4315.58,5646.01
955,0,1.962,4315.41,5646.01
956,0,-414.4514,4315.39,5646.01
957,0,-334.1296,4315.34,5646.01
958,2,-470.8317,4315.48,5646.01
959,0,2.0,4315.37,5646.01
960,2,-349.117,4315.65,5646.01
961,0,-315.8745,4315.44,5646.01
962,0,-31.2223,4315.41,5646.01
963,4,1.82,4315.72,5646.01
964,0,1.7762,4315.47,5646.01
965,3,1.9985,4315.62,5646.01
966,1,1.9256,4315.48,5646.01
967,0,1.8918,4315.51,5646.01
968,0,-99.3437,4315.48,5646.01
969,9,1.4,4315.72,5646.01
970,2,1.9907,4315.82,5646.01
971,5,2.0,4315.98,5646.01
972,2,1.4,4315.88,5646.01
973,4,1.9964,4315.98,5646.01
974,0,1.82,4315.79,5646.01
975,11,-336.0434,4318.17,5671.9
976,2,1.4,4318.35,5671.9
977,6,1.946,4318.55,5671.9
978,3,2.0,4318.63,5671.9
979,2,1.82,4318.6,5671.9
980,0,2.0,4318.42,5671.9
981,7,-254.2761,4318.72,5671.9
982,0,2.0,4318.56,5671.9
983,0,-365.5629,4318.54,5671.9
984,3,1.9996,4318.81,5671.9
985,1,2.0,4318.83,5671.9
986,0,-277.102,4318.66,5671.9
987,4,-473.1104,4318.86,5671.9
988,2,1.7858,4318.95,5671.9
989,8,1.9987,4319.25,5671.9
990,2,1.61,4319.24,5671.9
991,0,1.9278,4319.09,5671.9
992,2,-132.3901,4319.26,5671.9
993,0,1.4,4319.27,5671.9
994,2,1.4,4319.49,5671.9
995,0,1.9255,4319.38,5671.9
996,0,-28.4031,4319.32,5671.9
997,5,-461.2618,4319.59,5671.9
998,5,1.8055,4319.69,5671.9
999,2,1.9991,4319.79,5671.9
1000,0,2.0,4321.53,5671.9
1001,0,-10.6024,4321.58,5671.9
1002,0,-497.804,4321.6,5671.9
1003,4,-139.8495,4321.73,5671.9
1004,4,1.4,4321.84,5671.9
1005,2,1.946,4321.96,5671.9
1006,0,1.4,4321.82,5671.9
1007,1,-524.7438,4321.86,5671.9
1008,0,1.8975,4321.82,5671.9
1009,1,-369.9664,4321.81,5671.9
1010,2,1.4,4322.32,5671.9
1011,4,1.4,4322.5,5671.9
1012,0,1.4,4322.36,5671.9
1013,3,-391.2481,4322.62,5671.9
1014,4,1.7558,4322.9,5671.9
1015,0,1.7336,4322.74,5671.9
1016,0,-318.7386,4322.88,5671.9
1017,0,-40.5549,4322.77,5671.9
1018,4,-359.0762,4323.18,5671.9
1019,5,1.4,4323.31,5671.9
1020,1,1.4,4323.32,5671.9
1021,1,-208.6,4323.5,5671.9
1022,1,2.0,4323.3,5671.9
1023,9,1.8893,4323.58,5671.9
1024,3,-82.3756,4323.63,5671.9
1025,3,1.4,4325.89,5671.9
1026,2,1.9925,4326.19,5671.9
1027,0,1.9951,4326.02,5671.9
1028,2,-333.3977,4326.17,5671.9
1029,0,1.4,4326.14,5671.9
1030,1,-220.3068,4326.2,5671.9
1031,4,1.4,4326.32,5671.9
1032,10,2.0,4326.32,5671.9
1033,0,1.7418,4326.05,5671.9
1034,2,-64.692,4326.57,5671.9
1035,0,1.4,4326.44,5671.9
1036,0,1.9276,4326.4,5671.9
1037,3,-347.3169,4326.72,5671.9
1038,0,2.0,4326.48,5671.9
1039,0,-358.0961,4326.44,5671.9
1040,2,-336.4732,4326.67,5671.9
1041,0,1.4,4326.64,5671.9
1042,7,-98.6193,4326.94,5671.9
1043,0,1.7598,4326.78,5671.9
1044,4,-7.1209,4327.16,5671.9
1045,4,1.4,4327.18,5671.9
1046,0,2.0,4327.14,5671.9
1047,0,-447.8611,4327.1,5671.9
1048,0,1.82,4327.13,5671.9
1049,2,-28.1858,4327.34,5671.9
1050,0,1.82,4329.16,5671.9
1051,0,-7.0557,4329.15,5671.9
1052,2,-0.7363,4329.67,5671.9
1053,5,1.946,4329.79,5671.9
1054,0,1.9973,4329.54,5671.9
1055,2,1.1791,4329.71,5671.9
1056,0,1.9838,4329.58,5671.9
1057,0,-0.7167,4329.62,5671.9
1058,3,-539.7099,4329.89,5671.9
1059,2,1.9999,4330.28,5671.9
1060,8,1.4,4330.59,5671.9
1061,3,2.0,4330.8,5671.9
1062,1,1.946,4330.52,5671.9
1063,2,1.4,4330.68,5671.9
1064,6,1.4,4330.81,5671.9
1065,16,1.9951,4330.87,5671.9
1066,9,1.7734,4330.83,5671.9
1067,1,1.4,4330.87,5671.9
1068,0,-102.7951,4330.77,5671.9
1069,3,-262.7735,4330.94,5671.9
1070,2,1.4,4330.94,5671.9
1071,0,1.8139,4330.79,5671.9
1072,6,-412.5871,4331.01,5671.9
1073,2,2.0,4331.17,5671.9
1074,12,1.82,4331.29,5671.9
1075,5,-210.4707,4333.24,5679.66
1076,1,1.946,4333.21,5679.66
1077,2,1.9963,4333.5,5679.66
1078,3,1.4,4333.6,5679.66
1079,2,1.8828,4333.53,5679.66
1080,0,1.9665,4333.38,5679.66
1081,0,1.7537,4333.34,5679.66
1082,3,1.946,4333.89,5679.66
1083,4,2.0,4333.99,5679.66
1084,1,-313.8153,4333.71,5679.66
1085,0,1.9986,4333.69,5679.66
1086,0,-374.245,4333.69,5679.66
1087,1,1.9261,4333.71,5679.66
1088,2,1.9602,4333.99,5679.66
1089,7,2.0,4334.23,5679.66
1090,2,1.4,4334.25,5679.66
1091,5,1.7392,4334.42,5679.66
1092,2,1.4,4334.34,5679.66
1093,0,1.4,4334.2,5679.66
1094,0,-468.7843,4334.14,5679.66
1095,0,-275.3509,4334.15,5679.66
1096,1,-10.7665,4334.42,5679.66
1097,1,-502.7822,4334.61,5679.66
1098,2,-149.4347,4334.72,5679.66
1099,0,1.82,4334.53,5679.66
1100,0,1.9778,4336.37,5679.66
1101,0,-92.7446,4336.34,5679.66
1102,4,-1.8299,4336.84,5679.66
1103,0,1.4,4336.62,5679.66
1104,0,-81.2053,4336.65,5679.66
1105,2,1.9934,4336.93,5679.66
1106,0,1.8648,4336.89,5679.66
1107,0,-296.6815,4336.71,5679.66
1108,1,1.4,4336.78,5679.66
1109,2,1.9898,4337.07,5679.66
1110,3,1.9218,4337.15,5679.66
1111,10,-208.4259,4337.51,5679.66
1112,0,1.4,4337.33,5679.66
1113,4,-64.6424,4337.61,5679.66
1114,1,1.9442,4337.64,5679.66
1115,8,-43.4304,4337.94,5679.66
1116,4,1.8198,4338.05,5679.66
